file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Household Weight	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	00600	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	Not applicable	034573	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Deteriorating	No	018978175	00750	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	Not applicable	059725	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021113943	00800	Stabilized pre 1947	2 bedrooms	3 rooms	6 to 9 units	Not applicable	083249	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020839736	00587	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	Not applicable	081057	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020839736	00536	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	076390	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020846278	01000	Other rental	3 bedrooms	5 rooms	1 unit with business	Not applicable	010590	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018237837	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	6 bedrooms	8 rooms or more	2 units without business	Not applicable	036435	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021347294	00600	Other rental	1 bedrooms	2 rooms	5 units	Not applicable	066335	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022935401	00875	Other rental	2 bedrooms	4 rooms	3 units	Not applicable	085162	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017270407	00950	Other rental	1 bedrooms	3 rooms	3 units	Not applicable	050518	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020839736	00825	Other rental	2 bedrooms	4 rooms	2 units without business	Not applicable	059760	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	00187	Public housing	1 bedrooms	3 rooms	20 to 49 units	Public Housing	016858	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020852560	00220	Public housing	2 bedrooms	4 rooms	20 to 49 units	Public Housing	076297	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	00442	Public housing	1 bedrooms	3 rooms	20 to 49 units	Public Housing	021383	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	00172	Public housing	1 bedrooms	3 rooms	20 to 49 units	Public Housing	017365	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018773685	01059	HUD regulated	2 bedrooms	4 rooms	20 to 49 units	HUD regulated	033117	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Not Reported	No	021506960	00975	HUD regulated	1 bedrooms	3 rooms	20 to 49 units	HUD regulated	046873	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018237837	01100	HUD regulated	2 bedrooms	3 rooms	20 to 49 units	HUD regulated	013741	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	00792	HUD regulated	2 bedrooms	5 rooms	20 to 49 units	HUD regulated	071409	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021249155	02200	Other rental	1 bedrooms	3 rooms	4 units	Not applicable	070625	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Not Reported	No	017304342	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	8 rooms or more	2 units without business	Not applicable	063214	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020241697	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7 rooms	2 units without business	Not applicable	064525	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020739088	02000	Other rental	1 bedrooms	3 rooms	4 units	Not applicable	063013	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018249060	00158	HUD regulated	2 bedrooms	4 rooms	100 units or more	HUD regulated	053413	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021922313	00132	HUD regulated	No bedroom	1 rooms	100 units or more	HUD regulated	001103	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021168005	00140	HUD regulated	1 bedrooms	3 rooms	100 units or more	HUD regulated	034043	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020839736	00427	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	010738	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021441886	00372	Public housing	3 bedrooms	5 rooms	100 units or more	Public Housing	031704	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018477808	00169	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	063166	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020839736	00525	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	097168	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018249060	00500	Public housing	1 bedrooms	3 rooms	100 units or more	Public Housing	071438	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018477808	00555	Public housing	2 bedrooms	4 rooms	100 units or more	Public Housing	063433	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018249060	00263	Public housing	3 bedrooms	5 rooms	100 units or more	Public Housing	018557	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017840447	01273	Stabilized pre 1947	2 bedrooms	5 rooms	6 to 9 units	Not applicable	012528	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	01000	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	Not applicable	005098	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021297061	01100	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	087702	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018978175	01250	Stabilized pre 1947	3 bedrooms	5 rooms	6 to 9 units	Not applicable	003256	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017496037	00123	Public housing	4 bedrooms	6 rooms	6 to 9 units	Public Housing	011363	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018237837	00200	Public housing	2 bedrooms	5 rooms	10 to 12 units	Public Housing	004990	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020071852	00681	Public housing	3 bedrooms	5 rooms	6 to 9 units	Public Housing	071237	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017496037	00400	Public housing	2 bedrooms	4 rooms	6 to 9 units	Public Housing	078072	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	019174023	01000	Stabilized pre 1947	1 bedrooms	4 rooms	13 to 19 units	Not applicable	056199	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021402244	00304	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	026801	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	015199250	00920	Stabilized pre 1947	1 bedrooms	4 rooms	13 to 19 units	Not applicable	099268	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	024716899	01000	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	071401	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	019378412	Not applicable (occupied rent free or owner occupied)	HUD regulated	2 bedrooms	4 rooms	20 to 49 units	HUD regulated	075573	08	Not applicable (renter occupied)	Occupy rent free
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	00875	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	Not applicable	014037	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021381819	00400	Stabilized pre 1947	3 bedrooms	4 rooms	20 to 49 units	Not applicable	047544	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021410688	00110	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	072866	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021589464	00600	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	Not applicable	039647	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021011653	01080	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	047974	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018494708	00642	Stabilized pre 1947	No bedroom	1 rooms	13 to 19 units	Not applicable	019919	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018978175	01200	Stabilized pre 1947	2 bedrooms	5 rooms	20 to 49 units	Not applicable	072359	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021589464	00825	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	Not applicable	038737	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021334537	00780	Stabilized pre 1947	2 bedrooms	5 rooms	50 to 99 units	Not applicable	044107	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021249967	01000	Stabilized pre 1947	2 bedrooms	4 rooms	50 to 99 units	Not applicable	013727	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021589464	00700	Stabilized pre 1947	1 bedrooms	2 rooms	50 to 99 units	Not applicable	096637	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021347584	01100	Controlled	1 bedrooms	3 rooms	50 to 99 units	Not applicable	052495	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021589464	01100	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	Not applicable	091444	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018237837	00732	Stabilized pre 1947	3 bedrooms	5 rooms	50 to 99 units	Not applicable	070846	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021187365	01400	Other rental	3 bedrooms	5 rooms	3 units	Not applicable	034894	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018491140	00900	Other rental	1 bedrooms	3 rooms	4 units	Not applicable	096057	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Not Reported	No	020893096	00300	HUD regulated	2 bedrooms	4 rooms	20 to 49 units	HUD regulated	012454	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020839736	00152	HUD regulated	2 bedrooms	4 rooms	100 units or more	HUD regulated	055145	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018596849	Not applicable (occupied rent free or owner occupied)	HUD regulated	2 bedrooms	4 rooms	100 units or more	HUD regulated	062286	08	Not applicable (renter occupied)	Occupy rent free
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017911448	00400	HUD regulated	3 bedrooms	4 rooms	100 units or more	HUD regulated	033062	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021113943	00600	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	030259	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018904787	00478	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	046739	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021410688	01000	Stabilized pre 1947	2 bedrooms	3 rooms	20 to 49 units	Not applicable	034488	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	00193	Public housing	2 bedrooms	5 rooms	20 to 49 units	Public Housing	039486	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020839736	00235	Public housing	2 bedrooms	4 rooms	20 to 49 units	Public Housing	024039	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	00307	Public housing	1 bedrooms	3 rooms	20 to 49 units	Public Housing	078987	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018237837	00325	Public housing	2 bedrooms	5 rooms	20 to 49 units	Public Housing	062601	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018670861	00650	Stabilized pre 1947	2 bedrooms	4 rooms	10 to 12 units	Not applicable	009946	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017496037	00695	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	036643	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021334537	00650	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	Not applicable	027478	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018670861	00760	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	019929	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Deteriorating	No	017995924	00670	Public housing	3 bedrooms	5 rooms	13 to 19 units	Public Housing	061704	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Deteriorating	No	017496037	00460	Public housing	3 bedrooms	4 rooms	13 to 19 units	Public Housing	012386	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018237837	00600	Public housing	1 bedrooms	3 rooms	13 to 19 units	Public Housing	091718	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Not Reported	No	018237837	00369	Public housing	2 bedrooms	4 rooms	20 to 49 units	Public Housing	000729	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	00181	Public housing	2 bedrooms	4 rooms	20 to 49 units	Public Housing	045320	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017726248	00600	Public housing	1 bedrooms	2 rooms	20 to 49 units	Public Housing	058006	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018477808	00596	Public housing	1 bedrooms	2 rooms	20 to 49 units	Public Housing	039156	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021160736	00170	Public housing	3 bedrooms	5 rooms	20 to 49 units	Public Housing	090896	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022410895	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7 rooms	1 unit without business	Not applicable	080200	09	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021940387	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	8 rooms or more	1 unit without business	Not applicable	031372	09	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017346574	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6 rooms	1 unit without business	Not applicable	017606	09	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017304342	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6 rooms	1 unit without business	Not applicable	083091	09	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022146683	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	1 bedrooms	2 rooms	1 unit without business	Not applicable	034000	09	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022348622	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	3 rooms	1 unit without business	Not applicable	070474	09	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022905686	01100	Other rental	No bedroom	1 rooms	4 units	Not applicable	011871	09	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021830302	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	1 bedrooms	2 rooms	1 unit without business	Not applicable	032769	09	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018539289	01200	Other rental	No bedroom	1 rooms	4 units	Not applicable	037542	09	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021434782	01300	Other rental	No bedroom	1 rooms	4 units	Not applicable	082347	09	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022234566	01100	Other rental	No bedroom	1 rooms	4 units	Not applicable	074192	09	Not applicable (renter occupied)	Pay cash rent
