file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Household Weight	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	022157579	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	J-51	078986	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	026824643	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5 rooms	100 units or more	Not applicable	008021	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021879421	01000	Mitchell Lama rental	2 bedrooms	4 rooms	50 to 99 units	Mitchell Lama State/Rental	049826	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021393984	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	1 bedrooms	7 rooms	3 units	Not applicable	060647	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022268622	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5 rooms	2 units without business	Not applicable	074135	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017056589	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4 rooms	2 units without business	Not applicable	051352	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018237837	01500	Other rental	3 bedrooms	7 rooms	3 units	Not applicable	041331	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021300045	01300	Other rental	2 bedrooms	4 rooms	3 units	Not applicable	016785	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022534289	02200	Other rental	3 bedrooms	6 rooms	2 units without business	Not applicable	040202	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017297454	01100	Other rental	2 bedrooms	3 rooms	2 units without business	Not applicable	027903	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	023731936	02500	Stabilized pre 1947	3 bedrooms	4 rooms	6 to 9 units	J-51	005864	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a condominium	022209959	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	3 bedrooms	5 rooms	6 to 9 units	J-51	092774	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a condominium	017210092	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	2 bedrooms	4 rooms	6 to 9 units	J-51	099234	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	022036248	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4 rooms	6 to 9 units	Not applicable	055588	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	022551883	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4 rooms	6 to 9 units	Not applicable	067056	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Don't know	025632150	02100	Other rental	2 bedrooms	4 rooms	6 to 9 units	Not applicable	060409	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	022894607	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5 rooms	6 to 9 units	Not applicable	001881	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Don't know	018477808	00700	Stabilized pre 1947	2 bedrooms	3 rooms	6 to 9 units	Not applicable	081395	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Don't know	018135860	00700	Stabilized pre 1947	2 bedrooms	5 rooms	6 to 9 units	Not applicable	052314	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021657148	00925	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	056648	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018904787	00684	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	001681	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022470479	02600	Other rental	2 bedrooms	5 rooms	4 units	Not applicable	008215	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021287491	01000	Other rental	2 bedrooms	4 rooms	4 units	Not applicable	033468	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	024909644	02400	Other rental	2 bedrooms	6 rooms	4 units	Not applicable	080854	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	019742604	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5 rooms	1 unit without business	Not applicable	092691	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020839736	00750	Other rental	1 bedrooms	3 rooms	3 units	Not applicable	089175	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	1 bedrooms	3 rooms	3 units	Not applicable	029559	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017496037	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	1 bedrooms	3 rooms	3 units	Not applicable	043234	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021582049	01800	Other rental	2 bedrooms	5 rooms	3 units	Not applicable	044051	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Deteriorating	No	017143855	01600	Other rental	1 bedrooms	3 rooms	3 units	Not applicable	075574	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	024373608	01500	Other rental	2 bedrooms	4 rooms	3 units	Not applicable	004695	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	021922313	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3 rooms	13 to 19 units	Not applicable	020929	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	021225657	01000	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	Not applicable	068703	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	021170256	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4 rooms	13 to 19 units	Not applicable	081667	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021465510	00900	Stabilized pre 1947	No bedroom	1 rooms	50 to 99 units	Not applicable	010586	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	024476164	00950	Stabilized pre 1947	No bedroom	1 rooms	50 to 99 units	Not applicable	074039	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021922313	00876	Stabilized pre 1947	No bedroom	1 rooms	50 to 99 units	Not applicable	020092	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021589464	01000	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	Not applicable	041411	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018737504	01100	Stabilized pre 1947	2 bedrooms	3 rooms	13 to 19 units	Not applicable	071635	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021589464	00925	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	052969	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Don't know	021534325	00925	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	Not applicable	051394	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	01100	Stabilized pre 1947	2 bedrooms	3 rooms	13 to 19 units	Not applicable	003203	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018670861	00808	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	039351	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017911448	00912	Stabilized pre 1947	2 bedrooms	5 rooms	13 to 19 units	Not applicable	019373	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018237837	00750	Stabilized pre 1947	2 bedrooms	5 rooms	13 to 19 units	Not applicable	097208	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018206263	01100	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	005642	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021410688	02100	Other rental	1 bedrooms	4 rooms	3 units	Not applicable	029950	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021287491	01585	Other rental	3 bedrooms	5 rooms	3 units	Not applicable	028402	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	015610835	00900	Stabilized pre 1947	3 bedrooms	6 rooms	6 to 9 units	Not applicable	088634	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018691401	00881	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	084255	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	017297454	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	5 rooms	6 to 9 units	J-51	006878	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017229803	01730	Stabilized pre 1947	2 bedrooms	5 rooms	6 to 9 units	Not applicable	046878	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021435157	00500	Controlled	3 bedrooms	6 rooms	6 to 9 units	Not applicable	031761	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018237837	00700	Stabilized pre 1947	2 bedrooms	5 rooms	6 to 9 units	Not applicable	074603	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021448764	01040	Other rental	1 bedrooms	2 rooms	5 units	Not applicable	060705	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018978175	01200	Other rental	3 bedrooms	6 rooms	4 units	Not applicable	050585	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018978175	01500	Other rental	2 bedrooms	5 rooms	4 units	Not applicable	058727	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021388027	01500	Controlled	2 bedrooms	5 rooms	4 units	Not applicable	007382	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017191045	00900	Stabilized pre 1947	1 bedrooms	2 rooms	10 to 12 units	Not applicable	019355	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	022268622	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5 rooms	13 to 19 units	Not applicable	035876	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	021410688	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5 rooms	13 to 19 units	Not applicable	077947	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	021141761	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	4 rooms	13 to 19 units	Not applicable	000584	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021534325	00967	Stabilized pre 1947	1 bedrooms	3 rooms	10 to 12 units	Not applicable	029265	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020839736	00337	Stabilized pre 1947	2 bedrooms	4 rooms	10 to 12 units	Not applicable	013777	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021589464	00950	Stabilized pre 1947	1 bedrooms	3 rooms	10 to 12 units	Not applicable	058379	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Deteriorating	No	018477808	Not applicable (occupied rent free or owner occupied)	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	091614	08	Not applicable (renter occupied)	Occupy rent free
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018904787	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	1 bedrooms	3 rooms	6 to 9 units	Not applicable	047117	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022534289	01800	Other rental	2 bedrooms	4 rooms	3 units	Not applicable	037746	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	024909644	01530	Other rental	1 bedrooms	4 rooms	3 units	Not applicable	018153	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	019465384	01800	Other rental	3 bedrooms	6 rooms	3 units	Not applicable	012856	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018670861	00850	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	Not applicable	034668	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021183278	00900	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	Not applicable	070152	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021389164	01000	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	025570	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018494708	00600	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	Not applicable	027059	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021287491	01000	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	056671	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	00268	Controlled	2 bedrooms	5 rooms	6 to 9 units	Not applicable	074907	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022803432	01275	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	081883	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018845704	01050	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	Not applicable	050390	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018206263	01900	Other rental	4 bedrooms	5 rooms	4 units	Not applicable	095542	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018206263	01100	Other rental	1 bedrooms	2 rooms	4 units	Not applicable	075537	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018673655	01750	Other rental	5 bedrooms	7 rooms	4 units	Not applicable	020039	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017840447	01150	Stabilized pre 1947	4 bedrooms	6 rooms	6 to 9 units	Not applicable	072297	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021287491	01400	Other rental	2 bedrooms	5 rooms	3 units	Not applicable	064046	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022084311	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	6 bedrooms	8 rooms or more	1 unit without business	Not applicable	021084	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Don't know	019004358	00650	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	090302	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021333403	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	1 bedrooms	2 rooms	4 units	Not applicable	074947	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017460365	00900	Other rental	1 bedrooms	3 rooms	4 units	Not applicable	097590	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021249967	01350	Other rental	1 bedrooms	3 rooms	4 units	Not applicable	052949	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a cooperative	021465510	01047	Stabilized post 1947	No bedroom	1 rooms	50 to 99 units	Not applicable	029102	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Don't know	021198105	00875	Stabilized post 1947	No bedroom	1 rooms	100 units or more	Not applicable	083314	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021410688	01100	Stabilized post 1947	2 bedrooms	4 rooms	100 units or more	Not applicable	077890	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018079180	01027	Stabilized post 1947	2 bedrooms	4 rooms	100 units or more	Not applicable	055996	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022994127	01200	Stabilized pre 1947	1 bedrooms	3 rooms	10 to 12 units	Not applicable	042622	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a condominium	018237837	00200	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	Not applicable	007780	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018502153	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	3 rooms	50 to 99 units	Not applicable	088949	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a condominium	018494708	00400	Stabilized pre 1947	2 bedrooms	5 rooms	20 to 49 units	Not applicable	057016	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021141761	00400	Controlled	3 bedrooms	5 rooms	20 to 49 units	Not applicable	052636	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017911448	01000	Other rental	2 bedrooms	4 rooms	4 units	Not applicable	034272	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021300045	01250	Other rental	2 bedrooms	4 rooms	4 units	Not applicable	020594	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018640675	01238	Other rental	2 bedrooms	4 rooms	4 units	Not applicable	098478	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	020893096	Not applicable (occupied rent free or owner occupied)	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	Not applicable	038388	08	Not applicable (renter occupied)	Occupy rent free
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021198105	00925	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	Not applicable	021271	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021190825	00962	Stabilized pre 1947	No bedroom	1 rooms	13 to 19 units	Not applicable	074812	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021940387	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	6 rooms	3 units	Not applicable	088029	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a condominium	017139195	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	3 bedrooms	5 rooms	3 units	Not applicable	021206	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017566409	01000	Other rental	1 bedrooms	3 rooms	3 units	Not applicable	017348	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	024373608	00800	HUD regulated	1 bedrooms	4 rooms	20 to 49 units	HUD regulated	058793	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022299362	01950	Other rental	3 bedrooms	4 rooms	4 units	Not applicable	090285	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	019465384	01930	Other rental	3 bedrooms	6 rooms	4 units	Not applicable	014849	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018978175	01800	Other rental	2 bedrooms	4 rooms	4 units	Not applicable	028835	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017910496	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	3 rooms	4 units	Not applicable	092585	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a condominium	020357710	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	1 bedrooms	3 rooms	13 to 19 units	J-51	031355	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a condominium	021534325	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	2 bedrooms	4 rooms	20 to 49 units	J-51	077671	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a condominium	017749603	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	1 bedrooms	4 rooms	13 to 19 units	J-51	041699	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	Yes, a condominium	019251050	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	2 bedrooms	5 rooms	13 to 19 units	J-51	074823	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018740964	00950	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	Not applicable	041479	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021381819	01000	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	Not applicable	041446	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021389164	01150	Stabilized pre 1947	2 bedrooms	3 rooms	6 to 9 units	Not applicable	079294	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018494708	01000	Stabilized pre 1947	2 bedrooms	4 rooms	4 units	Not applicable	011147	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018237837	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	3 rooms	2 units without business	Not applicable	074445	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022347434	01000	Other rental	2 bedrooms	3 rooms	2 units without business	Not applicable	096812	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Not Reported	No	021940387	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	8 rooms or more	1 unit without business	Not applicable	022772	08	Owned or being bought	Not applicable (owner occupied)
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021879421	00980	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	085520	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021879421	00925	Stabilized pre 1947	2 bedrooms	4 rooms	6 to 9 units	Not applicable	066607	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022239547	00925	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	Not applicable	021368	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	022239547	00850	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	Not applicable	062789	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	017911448	01250	Other rental	2 bedrooms	5 rooms	2 units without business	Not applicable	048686	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018669868	00700	Other rental	2 bedrooms	3 rooms	3 units	Not applicable	099615	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021741221	01000	Other rental	2 bedrooms	4 rooms	3 units	Not applicable	027517	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021389164	00950	Other rental	2 bedrooms	4 rooms	2 units without business	Not applicable	096230	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	019465384	01000	Other rental	1 bedrooms	4 rooms	6 to 9 units	Not applicable	065134	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018596849	01125	Stabilized pre 1947	2 bedrooms	5 rooms	6 to 9 units	Not applicable	014153	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	021435157	00428	Stabilized pre 1947	3 bedrooms	5 rooms	6 to 9 units	Not applicable	063039	08	Not applicable (renter occupied)	Pay cash rent
lng08_occ08_web.dat	2008	Brooklyn	Sound	No	018978175	00988	Stabilized pre 1947	3 bedrooms	4 rooms	6 to 9 units	Not applicable	063063	08	Not applicable (renter occupied)	Pay cash rent
