file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	50 to 99 units	J-51	546760	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	2	50 to 99 units	J-51	744486	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	No bedroom	1	50 to 99 units	J-51	087041	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	20 to 49 units	Not applicable	059420	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	20 to 49 units	Not applicable	353587	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	20 to 49 units	Not applicable	686139	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	20 to 49 units	Not applicable	726114	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	50 to 99 units	J-51	248407	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	20 to 49 units	J-51	802408	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	20 to 49 units	J-51	022134	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5	20 to 49 units	HUD regulated	287228	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	5	20 to 49 units	HUD regulated	887291	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	5	100 units or more	J-51	971025	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	4	100 units or more	J-51	840811	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	100 units or more	J-51	185196	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	50 to 99 units	J-51	487007	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	00760	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	449907	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	00700	Other rental	1 bedrooms	3	100 units or more	Not applicable	152476	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	100 units or more	Not applicable	349944	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	00800	Stabilized pre 1947	1 bedrooms	3	100 units or more	Not applicable	013759	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	785956	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	637741	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01600	Other rental	3 bedrooms	6	1 unit without business	Not applicable	880134	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	6	1 unit without business	Not applicable	440431	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	366351	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	785177	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Other rental	1 bedrooms	3	2 units without business	Not applicable	607154	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	6	1 unit without business	Not applicable	408916	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	134643	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	6	1 unit without business	Not applicable	714456	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	2 units without business	Not applicable	282126	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	2 units without business	Not applicable	028002	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	00400	Other rental	1 bedrooms	2	2 units without business	Not applicable	828124	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01500	Other rental	3 bedrooms	5	2 units without business	Not applicable	444193	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01600	Other rental	2 bedrooms	4	3 units	Not applicable	491193	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Other rental	1 bedrooms	3	3 units	Not applicable	107517	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Unknown	01500	Controlled	2 bedrooms	5	100 units or more	Not applicable	638245	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01217	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	237793	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Stabilized pre 1947	2 bedrooms	4	100 units or more	Not applicable	113909	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Controlled	2 bedrooms	5	100 units or more	Not applicable	298921	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	01200	Other rental	1 bedrooms	3	20 to 49 units	J-51	833732	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Unknown	00905	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	491915	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	J-51	338652	03	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Queens	Sound	Coop	01200	Other rental	1 bedrooms	3	50 to 99 units	Not applicable	433948	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Condo	01500	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	137120	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	2 bedrooms	4	50 to 99 units	Not applicable	983977	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	1 bedrooms	3	100 units or more	Not applicable	643314	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	01350	Stabilized post 1947	1 bedrooms	3	100 units or more	Not applicable	050840	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	2 units without business	Not applicable	196955	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01900	Other rental	4 bedrooms	7	2 units without business	Not applicable	943617	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01350	Other rental	3 bedrooms	5	3 units	Not applicable	438217	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Other rental	1 bedrooms	4	2 units without business	Not applicable	086915	03	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	397323	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01350	Other rental	2 bedrooms	4	2 units without business	Not applicable	887944	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Other rental	2 bedrooms	5	2 units without business	Not applicable	294730	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Other rental	2 bedrooms	5	2 units without business	Not applicable	932370	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01500	Other rental	2 bedrooms	4	2 units without business	Not applicable	674376	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	3	2 units without business	Not applicable	416878	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Other rental	2 bedrooms	4	2 units without business	Not applicable	858614	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Controlled	4 bedrooms	6	3 units	Not applicable	675042	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01500	Other rental	2 bedrooms	5	2 units without business	Not applicable	612067	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01500	Other rental	3 bedrooms	5	2 units without business	Not applicable	004884	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Dilapidated	No	00800	Other rental	1 bedrooms	2	3 units	Not applicable	587421	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	4	1 unit without business	Not applicable	599806	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	7	2 units without business	Not applicable	464697	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	271122	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	906036	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit with business	Not applicable	804794	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01500	Other rental	2 bedrooms	5	2 units with business	Not applicable	248995	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Other rental	3 bedrooms	5	3 units	Not applicable	744912	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01700	Other rental	2 bedrooms	4	3 units	Not applicable	579754	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	02100	Other rental	3 bedrooms	6	3 units	Not applicable	289248	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	3 units	Not applicable	608287	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	334025	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	215558	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	982360	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	092613	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	00975	Other rental	1 bedrooms	3	3 units	Not applicable	406018	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01350	Other rental	2 bedrooms	4	3 units	Not applicable	814294	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Other rental	2 bedrooms	4	3 units	Not applicable	914532	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01050	Other rental	1 bedrooms	3	3 units	Not applicable	894148	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	3 units	Not applicable	541818	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Other rental	1 bedrooms	3	3 units	Not applicable	374386	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01300	Other rental	3 bedrooms	4	2 units without business	Not applicable	738425	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01200	Stabilized post 1947	1 bedrooms	2	100 units or more	J-51	165511	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	100 units or more	J-51	166668	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	100 units or more	J-51	125792	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	00800	Stabilized post 1947	No bedroom	2	20 to 49 units	J-51	113458	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	20 to 49 units	J-51	917488	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	4	20 to 49 units	J-51	818333	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	20 to 49 units	J-51	497614	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Deteriorating	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	3 units	Not applicable	333102	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	172074	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units with business	Not applicable	066318	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	00600	Other rental	2 bedrooms	4	2 units without business	Not applicable	940960	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units with business	Not applicable	309659	03	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Queens	Sound	No	01250	Other rental	1 bedrooms	3	2 units without business	Not applicable	775026	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01000	Other rental	2 bedrooms	4	3 units	Not applicable	042694	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01800	Other rental	3 bedrooms	6	3 units	Not applicable	895574	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	No	01400	Other rental	3 bedrooms	5	3 units	Not applicable	091424	03	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Queens	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	50 to 99 units	Not applicable	652383	03	Owned or being bought	Not applicable (owner occupied)
