file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01045	Stabilized pre 1947	1 bedrooms	4	100 units or more	Not applicable	643400	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	592461	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00698	Stabilized pre 1947	No bedroom	1	100 units or more	Not applicable	580198	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Stabilized pre 1947	2 bedrooms	5	20 to 49 units	Not applicable	398955	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00897	Stabilized pre 1947	1 bedrooms	2	50 to 99 units	Not applicable	146293	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01005	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	140426	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00635	Stabilized pre 1947	1 bedrooms	4	50 to 99 units	Not applicable	130484	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01250	Stabilized pre 1947	2 bedrooms	3	50 to 99 units	Not applicable	144461	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01463	Stabilized pre 1947	2 bedrooms	3	20 to 49 units	Not applicable	804221	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01463	Stabilized pre 1947	2 bedrooms	4	13 to 19 units	Not applicable	891175	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01400	Stabilized pre 1947	2 bedrooms	3	20 to 49 units	Not applicable	387556	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Stabilized post 1947	1 bedrooms	2	50 to 99 units	Not applicable	149797	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01387	Stabilized post 1947	1 bedrooms	3	50 to 99 units	Not applicable	572922	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01700	Stabilized post 1947	2 bedrooms	4	50 to 99 units	Not applicable	610125	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	6 bedrooms	8	1 unit without business	Not applicable	926330	14	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	5 bedrooms	8	1 unit without business	Not applicable	728833	14	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Other rental	1 bedrooms	2	50 to 99 units	Not applicable	714991	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	3 units	Not applicable	391320	14	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Other rental	2 bedrooms	4	3 units	Not applicable	403428	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01600	Other rental	3 bedrooms	4	3 units	Not applicable	119572	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01450	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	346526	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01150	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	484995	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01150	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	576831	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00935	Controlled	1 bedrooms	3	50 to 99 units	Not applicable	742435	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00750	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	222861	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00750	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	097331	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00581	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	405464	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00800	Stabilized pre 1947	2 bedrooms	4	13 to 19 units	Not applicable	269107	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00930	Stabilized pre 1947	3 bedrooms	5	13 to 19 units	Not applicable	687137	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01050	Stabilized pre 1947	1 bedrooms	3	13 to 19 units	Not applicable	546992	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00999	Stabilized pre 1947	1 bedrooms	2	50 to 99 units	Not applicable	988471	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01150	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	639298	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00928	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	960163	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00843	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	326356	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00750	Stabilized post 1947	No bedroom	1	50 to 99 units	Not applicable	123570	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01293	Stabilized post 1947	2 bedrooms	5	50 to 99 units	Not applicable	201115	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01126	Stabilized post 1947	1 bedrooms	4	50 to 99 units	Not applicable	279198	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01211	Stabilized post 1947	2 bedrooms	4	50 to 99 units	Not applicable	445899	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01254	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	492861	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00975	Stabilized pre 1947	No bedroom	1	50 to 99 units	Not applicable	827823	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01500	Stabilized pre 1947	2 bedrooms	5	20 to 49 units	Not applicable	523165	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	408264	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01300	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	189208	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00850	Controlled	1 bedrooms	3	50 to 99 units	Not applicable	301146	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00950	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	819400	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00958	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	020416	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00950	Other rental	2 bedrooms	4	3 units	Not applicable	882810	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	3 units	Not applicable	894632	14	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	6	3 units	Not applicable	566021	14	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00900	Other rental	2 bedrooms	5	3 units	Not applicable	268767	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	4	50 to 99 units	J-51	859426	14	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00384	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	J-51	315505	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	50 to 99 units	J-51	266005	14	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	5	50 to 99 units	J-51	505918	14	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00950	Stabilized pre 1947	2 bedrooms	5	10 to 12 units	J-51	625615	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00900	Stabilized pre 1947	2 bedrooms	4	10 to 12 units	J-51	121172	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01287	Stabilized pre 1947	2 bedrooms	4	10 to 12 units	J-51	610102	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01100	Other rental	1 bedrooms	3	13 to 19 units	Not applicable	243278	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	02003	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	709772	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01080	Stabilized pre 1947	3 bedrooms	4	20 to 49 units	Not applicable	066882	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Stabilized pre 1947	No bedroom	1	1 unit without business	Not applicable	504823	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Other rental	2 bedrooms	4	50 to 99 units	Not applicable	207429	14	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01500	Stabilized pre 1947	3 bedrooms	6	100 units or more	Not applicable	324313	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01250	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	059283	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00952	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	663343	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01300	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	834915	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01005	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	757986	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00760	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	730895	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Unknown	01000	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	766441	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00800	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	610253	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01640	Stabilized pre 1947	5 bedrooms	7	50 to 99 units	Not applicable	825698	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01640	Stabilized pre 1947	2 bedrooms	5	20 to 49 units	Not applicable	295975	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00792	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	717633	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00792	Stabilized pre 1947	2 bedrooms	5	20 to 49 units	Not applicable	722337	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00760	Stabilized pre 1947	No bedroom	1	50 to 99 units	Not applicable	545415	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01170	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	915185	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01762	Stabilized pre 1947	3 bedrooms	5	50 to 99 units	Not applicable	785488	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00990	Stabilized pre 1947	1 bedrooms	2	50 to 99 units	Not applicable	686686	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00251	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	020777	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00970	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	573455	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Unknown	01595	Stabilized pre 1947	2 bedrooms	3	10 to 12 units	J-51	833044	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01247	Stabilized pre 1947	3 bedrooms	4	20 to 49 units	J-51	633399	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00443	Stabilized post 1947	1 bedrooms	3	20 to 49 units	Not applicable	988779	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01100	Stabilized post 1947	1 bedrooms	3	20 to 49 units	Not applicable	967236	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Stabilized post 1947	No bedroom	1	20 to 49 units	Not applicable	052156	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00809	Stabilized post 1947	2 bedrooms	4	20 to 49 units	Not applicable	871979	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	835033	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01121	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	646055	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00759	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	500923	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01150	Stabilized pre 1947	1 bedrooms	3	50 to 99 units	Not applicable	706042	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01037	Stabilized pre 1947	3 bedrooms	5	50 to 99 units	Not applicable	993858	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01048	Stabilized pre 1947	1 bedrooms	3	100 units or more	Not applicable	887642	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00944	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	744994	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01050	Stabilized pre 1947	1 bedrooms	3	100 units or more	Not applicable	855274	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00750	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	502947	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01000	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	222512	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01070	Stabilized pre 1947	2 bedrooms	4	20 to 49 units	Not applicable	980467	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01075	Stabilized pre 1947	1 bedrooms	3	20 to 49 units	Not applicable	265685	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00974	Stabilized pre 1947	3 bedrooms	5	50 to 99 units	Not applicable	265367	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01250	Other rental	1 bedrooms	3	50 to 99 units	Not applicable	571504	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01130	Other rental	1 bedrooms	3	50 to 99 units	Not applicable	033721	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01330	Stabilized pre 1947	2 bedrooms	4	50 to 99 units	Not applicable	462354	14	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	8	1 unit without business	Not applicable	349191	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	8	1 unit without business	Not applicable	037673	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	8	1 unit without business	Not applicable	799920	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	261179	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	958592	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	6	1 unit without business	Not applicable	223502	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	2 units without business	Not applicable	019011	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	332235	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	1 bedrooms	3	2 units without business	Not applicable	912090	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	02500	Other rental	3 bedrooms	6	2 units without business	Not applicable	880312	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7	1 unit without business	Not applicable	177018	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	253693	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	8	1 unit without business	Not applicable	717661	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	243370	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01500	Other rental	1 bedrooms	5	1 unit without business	Not applicable	328432	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	452612	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	8	1 unit without business	Not applicable	974821	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	8	1 unit without business	Not applicable	120198	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	486954	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	02800	Other rental	3 bedrooms	6	1 unit without business	Not applicable	075138	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7	1 unit without business	Not applicable	867660	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	8	1 unit without business	Not applicable	026927	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	8	2 units without business	Not applicable	388114	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7	1 unit without business	Not applicable	541709	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	8	1 unit without business	Not applicable	503190	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7	1 unit without business	Not applicable	676582	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	1 unit without business	Not applicable	416775	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	1 unit without business	Not applicable	401488	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	738081	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	1 unit without business	Not applicable	303380	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7	2 units without business	Not applicable	235199	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units without business	Not applicable	267723	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	5 bedrooms	7	1 unit without business	Not applicable	591186	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	6	2 units without business	Not applicable	119923	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Other rental	2 bedrooms	5	2 units without business	Not applicable	265584	15	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	6 bedrooms	8	1 unit without business	Not applicable	518800	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	239846	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	482758	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	8	1 unit without business	Not applicable	249775	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	1 unit without business	Not applicable	192252	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	2 units without business	Not applicable	495325	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Other rental	1 bedrooms	3	2 units without business	Not applicable	968565	15	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7	2 units without business	Not applicable	040099	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	7	2 units without business	Not applicable	030702	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01600	Other rental	3 bedrooms	5	2 units without business	Not applicable	057557	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	7	2 units without business	Not applicable	496626	15	Owned or being bought	Not applicable (owner occupied)
