file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Monthly Contract Rent	Most Recent Place Householder Lived For 6 Months or More	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)	Year Householder Moved into Unit Recode
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	3 rooms	50 to 99 units	  	853804	03	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	2 rooms	50 to 99 units	  	801103	03	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03500	NY, NJ, Connecticut	Other rental	No bedroom	1 rooms	100 units or more	  	066839	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03950	Manhattan	Other rental	No bedroom	1 rooms	100 units or more	  	969600	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03950	Manhattan	Other rental	1 bedrooms	3 rooms	100 units or more	  	035699	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03950	Not reported	Other rental	1 bedrooms	2 rooms	100 units or more	  	529502	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Unknown	02800	Manhattan	Other rental	No bedroom	1 rooms	100 units or more	  	620885	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Not Reported	No	01881	Not reported	Stabilized post 1947	1 bedrooms	3 rooms	100 units or more	  	210021	03	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03600	Not reported	Other rental	1 bedrooms	3 rooms	100 units or more	  	597102	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03500	Manhattan	Other rental	1 bedrooms	2 rooms	100 units or more	  	263081	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Not Reported	No	04000	Manhattan	Stabilized post 1947	1 bedrooms	2 rooms	100 units or more	  	056097	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	Not applicable (occupied rent free or owner occupied)	Manhattan	Other rental	2 bedrooms	3 rooms	100 units or more	  	543059	03	N/A (renter)	Occupy rent free	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02200	Other state	Stabilized pre 1947	1 bedrooms	2 rooms	100 units or more	  	436632	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02000	NY, NJ, Connecticut	Other rental	No bedroom	1 rooms	100 units or more	  	669340	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied condo	1 bedrooms	2 rooms	100 units or more	  	167097	03	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	03400	Manhattan	Other rental	1 bedrooms	2 rooms	100 units or more	  	672105	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	03000	Manhattan	Other rental	No bedroom	1 rooms	100 units or more	  	418038	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	03325	Other state	Other rental	1 bedrooms	2 rooms	100 units or more	  	548023	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	18	Owner occupied private cooperative	No bedroom	1 rooms	100 units or more	  	093337	03	Owned or being bought	Not applicable (owner occupied)	2000-2002
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	2 rooms	100 units or more	  	071612	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied condo	No bedroom	1 rooms	100 units or more	  	919151	03	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	02700	Other unit in same building	Other rental	No bedroom	2 rooms	100 units or more	  	440835	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	03950	Other unit in same building	Other rental	1 bedrooms	3 rooms	100 units or more	  	825920	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied private cooperative	No bedroom	1 rooms	100 units or more	  	980220	03	Owned or being bought	Not applicable (owner occupied)	2000-2002
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01750	Not reported	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	  	806099	03	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01798	Other state	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	215142	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01542	Staten Island	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	112880	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	2 rooms	2 units with business	  	187912	03	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02850	Manhattan	Other rental	1 bedrooms	2 rooms	20 to 49 units	  	385074	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01400	Not reported	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	508282	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02600	Not reported	Other rental	No bedroom	1 rooms	20 to 49 units	  	226994	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	07999	Other state	Other rental	1 bedrooms	3 rooms	20 to 49 units	  	005316	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02600	Manhattan	Other rental	1 bedrooms	3 rooms	20 to 49 units	  	420491	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	01850	Manhattan	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	519062	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	01000	Manhattan	Controlled	1 bedrooms	3 rooms	20 to 49 units	  	608636	03	N/A (renter)	Pay cash rent	1985-1989
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	3 rooms	20 to 49 units	  	793604	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	NY, NJ, Connecticut	Owner occupied private cooperative	1 bedrooms	3 rooms	20 to 49 units	  	497800	03	Owned or being bought	Not applicable (owner occupied)	1985-1989
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Unknown	02875	18	Other rental	No bedroom	1 rooms	50 to 99 units	  	539656	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02950	Manhattan	Other rental	No bedroom	1 rooms	50 to 99 units	  	493830	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	  	161975	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	3 rooms	100 units or more	  	548535	03	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	NY, NJ, Connecticut	Owner occupied private cooperative	1 bedrooms	2 rooms	100 units or more	  	146380	03	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02314	Manhattan	Stabilized pre 1947	No bedroom	2 rooms	100 units or more	  	861217	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03017	Manhattan	Stabilized pre 1947	No bedroom	2 rooms	50 to 99 units	  	894203	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02300	Other unit in same building	Stabilized pre 1947	1 bedrooms	3 rooms	50 to 99 units	  	561207	03	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02600	Manhattan	Other rental	No bedroom	1 rooms	50 to 99 units	  	775657	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Deteriorating	No	00600	Central America, South America 15=Canada	Stabilized pre 1947	1 bedrooms	3 rooms	6 to 9 units	  	756078	03	N/A (renter)	Pay cash rent	1985-1989
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	3 bedrooms	5 rooms	13 to 19 units	  	462688	03	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Europe	Owner occupied private cooperative	2 bedrooms	4 rooms	13 to 19 units	  	036370	03	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Deteriorating	No	02500	Manhattan	Other rental	No bedroom	1 rooms	6 to 9 units	  	301046	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Deteriorating	No	02600	Other state	Other rental	No bedroom	1 rooms	6 to 9 units	  	236814	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Deteriorating	No	00955	Not reported	Stabilized pre 1947	No bedroom	1 rooms	6 to 9 units	  	886729	03	N/A (renter)	Pay cash rent	1985-1989
uf_14_occ_web_b.txt	2014	Manhattan	Deteriorating	No	00357	Manhattan	Controlled	1 bedrooms	3 rooms	20 to 49 units	  	456649	03	N/A (renter)	Pay cash rent	1969 or earlier
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02250	NY, NJ, Connecticut	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	704673	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02100	Other state	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	854985	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01750	Manhattan	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	159196	03	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02000	Manhattan	Stabilized post 1947	1 bedrooms	2 rooms	50 to 99 units	  	832498	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02000	Other unit in same building	Stabilized post 1947	1 bedrooms	3 rooms	100 units or more	  	202403	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	00700	Manhattan	Stabilized post 1947	1 bedrooms	2 rooms	100 units or more	  	590544	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied condo	2 bedrooms	3 rooms	100 units or more	  	051127	03	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied condo	1 bedrooms	3 rooms	100 units or more	  	060460	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01969	Manhattan	Stabilized pre 1947	2 bedrooms	5 rooms	50 to 99 units	  	027941	03	N/A (renter)	Pay cash rent	1985-1989
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01601	NY, NJ, Connecticut	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	  	601868	03	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Manhattan	Not Reported	No	03050	Manhattan	Other rental	1 bedrooms	2 rooms	50 to 99 units	  	077456	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	05500	NY, NJ, Connecticut	Other rental	4 bedrooms	6 rooms	50 to 99 units	  	014033	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	00600	Not reported	Stabilized pre 1947	No bedroom	1 rooms	13 to 19 units	  	715539	03	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Manhattan	Deteriorating	No	02050	Manhattan	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	  	660841	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	00800	Manhattan	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	  	577445	03	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	00150	Manhattan	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	  	257611	03	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02900	Manhattan	Other rental	No bedroom	1 rooms	100 units or more	  	817792	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03500	Not reported	Other rental	No bedroom	2 rooms	100 units or more	  	826135	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	04200	Not reported	Other rental	1 bedrooms	3 rooms	100 units or more	  	256363	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	04600	Other state	Stabilized post 1947	1 bedrooms	3 rooms	100 units or more	  	193835	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	05000	Manhattan	Other rental	1 bedrooms	3 rooms	100 units or more	  	602537	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02855	NY, NJ, Connecticut	Other rental	1 bedrooms	2 rooms	4 units	  	597288	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02690	Other state	Other rental	1 bedrooms	2 rooms	4 units	  	443681	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01600	Manhattan	Stabilized pre 1947	1 bedrooms	4 rooms	4 units	  	799791	03	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Unknown	01419	Queens	HUD regulated	1 bedrooms	3 rooms	100 units or more	  	854900	03	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01419	Manhattan	HUD regulated	1 bedrooms	3 rooms	100 units or more	  	833026	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	00907	Manhattan	HUD regulated	1 bedrooms	3 rooms	100 units or more	  	893350	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01500	Manhattan	HUD regulated	1 bedrooms	3 rooms	100 units or more	  	703262	03	N/A (renter)	Pay cash rent	1985-1989
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	2 rooms	20 to 49 units	  	505145	03	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	2 rooms	100 units or more	  	329493	03	Owned or being bought	Not applicable (owner occupied)	2003-2005
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	04200	Europe	Other rental	2 bedrooms	3 rooms	20 to 49 units	  	188142	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	02000	Europe	Other rental	No bedroom	1 rooms	20 to 49 units	  	243726	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied condo	1 bedrooms	3 rooms	20 to 49 units	  	719864	03	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied condo	2 bedrooms	4 rooms	20 to 49 units	  	725156	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03100	Southeast Asia (Burma, Cambodia, Laos, Malaysia, Singapore, Thailand, Vietnam) 24=Other Asia	Other rental	No bedroom	1 rooms	100 units or more	  	218349	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03000	Manhattan	Other rental	1 bedrooms	3 rooms	100 units or more	  	192891	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03000	Not reported	Other rental	2 bedrooms	3 rooms	100 units or more	  	565449	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03800	Manhattan	Other rental	2 bedrooms	5 rooms	100 units or more	  	630243	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	04350	Not reported	Other rental	2 bedrooms	5 rooms	100 units or more	  	464855	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	00700	Brooklyn	Stabilized post 1947	1 bedrooms	3 rooms	100 units or more	  	094888	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	05335	Manhattan	Other rental	2 bedrooms	3 rooms	100 units or more	  	019683	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	05440	Manhattan	Other rental	2 bedrooms	3 rooms	100 units or more	  	244498	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	05500	Manhattan	Other rental	3 bedrooms	4 rooms	100 units or more	  	520583	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03415	Manhattan	Other rental	1 bedrooms	2 rooms	100 units or more	  	739158	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied private cooperative	2 bedrooms	4 rooms	6 to 9 units	  	728853	03	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Not Reported	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	3 rooms	10 to 12 units	  	609152	03	Owned or being bought	Not applicable (owner occupied)	1970-1979
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	3 rooms	10 to 12 units	  	718103	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Not Reported	Coop	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied private cooperative	1 bedrooms	3 rooms	6 to 9 units	  	532633	03	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied condo	2 bedrooms	3 rooms	20 to 49 units	  	944918	03	Owned or being bought	Not applicable (owner occupied)	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03000	Manhattan	Stabilized pre 1947	No bedroom	1 rooms	50 to 99 units	  	491013	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02795	Manhattan	Other rental	No bedroom	1 rooms	50 to 99 units	  	208099	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03000	Manhattan	Other rental	1 bedrooms	3 rooms	50 to 99 units	  	400597	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01765	Not reported	Stabilized pre 1947	1 bedrooms	2 rooms	6 to 9 units	  	361410	03	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01370	Brooklyn	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	078809	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01370	Manhattan	Stabilized pre 1947	No bedroom	2 rooms	20 to 49 units	  	899113	03	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01795	Other state	Stabilized pre 1947	2 bedrooms	3 rooms	20 to 49 units	  	271763	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01917	Manhattan	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	  	657617	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01795	Manhattan	Stabilized pre 1947	2 bedrooms	3 rooms	20 to 49 units	  	255226	03	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02200	Not reported	HUD regulated	2 bedrooms	5 rooms	20 to 49 units	  	963828	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	00909	Manhattan	Stabilized post 1947	1 bedrooms	3 rooms	100 units or more	  	375138	03	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Other state	Owner occupied condo	2 bedrooms	4 rooms	100 units or more	  	103475	03	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Unknown	01750	Europe	Stabilized post 1947	1 bedrooms	2 rooms	20 to 49 units	  	505196	03	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	01600	Queens	Stabilized post 1947	1 bedrooms	3 rooms	20 to 49 units	  	606218	03	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02500	Not reported	Other rental	No bedroom	2 rooms	20 to 49 units	  	657289	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Unknown	03890	Caribbean (other than Puerto Rico or Dom. Rep.) 13=Mexico	Other rental	1 bedrooms	3 rooms	100 units or more	  	824038	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03800	Other unit in same building	Other rental	1 bedrooms	3 rooms	100 units or more	  	865426	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	03500	Not reported	Other rental	1 bedrooms	2 rooms	100 units or more	  	147984	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	07999	Europe	Other rental	1 bedrooms	2 rooms	100 units or more	  	628259	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	3 rooms	50 to 99 units	  	667918	03	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	4 bedrooms	5 rooms	100 units or more	  	537296	03	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	NY, NJ, Connecticut	Owner occupied private cooperative	No bedroom	1 rooms	100 units or more	  	421326	03	Owned or being bought	Not applicable (owner occupied)	2003-2005
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Not reported	Owner occupied private cooperative	No bedroom	1 rooms	20 to 49 units	  	761706	03	Owned or being bought	Not applicable (owner occupied)	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied private cooperative	1 bedrooms	2 rooms	20 to 49 units	  	019766	03	Owned or being bought	Not applicable (owner occupied)	2000-2002
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Coop	00337	Manhattan	Controlled	1 bedrooms	3 rooms	20 to 49 units	  	318825	03	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02495	Manhattan	Other rental	1 bedrooms	3 rooms	20 to 49 units	  	843019	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02500	Not reported	Other rental	1 bedrooms	3 rooms	20 to 49 units	  	404149	03	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02495	Manhattan	Other rental	1 bedrooms	2 rooms	20 to 49 units	  	477256	03	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Manhattan	Sound	No	02100	Other unit in same building	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	428915	03	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Manhattan	Sound	Condo	07999	NY, NJ, Connecticut	Other rental	2 bedrooms	5 rooms	20 to 49 units	  	333431	03	N/A (renter)	Pay cash rent	2009-2011
